	location	address	adname	cityname	id	importance	name	pname	tel	type	typecode	经	纬	keywords
261	116.684577,39.536612	南尖塔镇广阳道与裕华路交叉口万象城3层	广阳区	廊坊市	B0FFIA4ZTH	[]	童天下欢乐世界	河北省	[]	购物服务;购物相关场所;购物相关场所	060000	116.684577	39.536612	欢乐世界
262	120.076682,29.302572	城中中路111号解百负1层	义乌市	金华市	B024316ZII	[]	欢乐世界主题量贩KTV	浙江省	0579-85535177;0579-85563211	体育休闲服务;娱乐场所;KTV	080302	120.076682	29.302572	欢乐世界
263	113.195498,40.992861	集宁29路内环;集宁29路外环	集宁区	乌兰察布市	BV10671971	[]	霸王河欢乐世界(公交站)	内蒙古自治区	[]	交通设施服务;公交车站;公交车站相关	150700	113.195498	40.992861	欢乐世界
264	117.014520,31.723908	紫蓬镇紫蓬山景区	肥西县	合肥市	B0FFHHDKH1	[]	紫蓬山欢乐世界	安徽省	[]	体育休闲服务;运动场馆;运动场所	080100	117.014520	31.723908	欢乐世界
265	108.857360,34.049265	北麓环山生态旅游带	长安区	西安市	B0FFFGV0OB	[]	秦岭欢乐世界(北门)	陕西省	[]	通行设施;临街院门;临街院正门	991401	108.857360	34.049265	欢乐世界
266	121.588139,38.991517	汇通街亿合城3层	甘井子区	大连市	B0FFHPQ0PP	[]	森林精灵欢乐世界	辽宁省	[]	体育休闲服务;休闲场所;游乐场	080501	121.588139	38.991517	欢乐世界
267	113.868220,35.496320	新乡市长垣县辉县常村	辉县市	新乡市	B0FFICGL2Z	[]	五龙山欢乐世界	河南省	[]	体育休闲服务;体育休闲服务场所;体育休闲服务场所	080000	113.868220	35.496320	欢乐世界
268	117.868600,31.595600	人民路商业街信泰广场5号楼二层	巢湖市	合肥市	B0FFHKCO3W	[]	迪卡尼欢乐世界	安徽省	[]	体育休闲服务;体育休闲服务场所;体育休闲服务场所	080000	117.868600	31.595600	欢乐世界
269	106.642122,26.673204	白云南路483号	白云区	贵阳市	B03530P891	[]	贵阳欢乐世界售票处	贵州省	[]	生活服务;售票处;售票处	070300	106.642122	26.673204	欢乐世界
270	121.643940,29.820344	邱隘镇张家瀛村东外路8号(浅水湾农庄内)	鄞州区	宁波市	B023E0Y4XR	[]	浅水湾乡村欢乐世界	浙江省	0574-83013333;0574-88162905;18665321009	体育休闲服务;休闲场所;休闲场所	080500	121.643940	29.820344	欢乐世界
271	120.230759,33.383301	新都东路98号	亭湖区	盐城市	B0FFFTL57I	[]	卡迪欢乐世界(西南门)	江苏省	[]	通行设施;临街院门;临街院门	991400	120.230759	33.383301	欢乐世界
272	109.201930,26.680305	利民路与202省道交叉口北100米	锦屏县	黔东南苗族侗族自治州	B03570NMFT	[]	酷宝贝欢乐世界	贵州省	[]	体育休闲服务;休闲场所;游乐场	080501	109.201930	26.680305	欢乐世界
273	119.814570,33.720950	施陈线与阜建路交叉口西南150米	阜宁县	盐城市	B0FFIII56X	[]	金沙湖欢乐世界	江苏省	0515-87228899	体育休闲服务;体育休闲服务场所;体育休闲服务场所	080000	119.814570	33.720950	欢乐世界
274	120.233650,33.385550	新都东路98号	亭湖区	盐城市	B0FFHXNTPB	[]	卡迪欢乐世界(东门)	江苏省	[]	通行设施;临街院门;临街院门	991400	120.233650	33.385550	欢乐世界
275	114.988463,38.515796	中山路大世界综合体6楼	定州市	保定市	B0FFHIXONK	[]	炫酷欢乐世界(定州大世界综合体店)	河北省	13832151028	体育休闲服务;体育休闲服务场所;体育休闲服务场所	080000	114.988463	38.515796	欢乐世界
276	119.992137,31.852658	常澄路1号五洲国际广场F2层	江阴市	无锡市	B0FFHLH2GY	[]	迪诺欢乐世界(五洲国际广场)	江苏省	[]	体育休闲服务;娱乐场所;游戏厅	080305	119.992137	31.852658	欢乐世界
277	116.208343,33.150043	人民北路七彩世界4层	利辛县	亳州市	B0FFGATU0Q	[]	酷尚欢乐世界(国强路)	安徽省	[]	体育休闲服务;娱乐场所;娱乐场所	080300	116.208343	33.150043	欢乐世界
278	113.930446,22.674775	宝石南路92号附近	宝安区	深圳市	B0FFHK5RX3	[]	岁宝儿童欢乐世界	广东省	[]	体育休闲服务;休闲场所;游乐场	080501	113.930446	22.674775	欢乐世界
279	118.727328,32.137541	G328(大桥北路)	浦口区	南京市	B0FFHWSRER	[]	弘阳欢乐世界(东门)	江苏省	[]	通行设施;临街院门;临街院门	991400	118.727328	32.137541	欢乐世界
280	120.857855,31.114540	周庄镇富贵园东庄停车场东边50米左右	昆山市	苏州市	B0FFG24H8P	[]	周庄欢乐世界(北门)	江苏省	[]	通行设施;临街院门;临街院正门	991401	120.857855	31.114540	欢乐世界
281	112.361110,28.842009	城市之星三楼	沅江市	益阳市	B0FFHO7XAW	[]	冰雪欢乐世界儿童乐园	湖南省	[]	体育休闲服务;休闲场所;游乐场	080501	112.361110	28.842009	欢乐世界
282	105.081851,29.538352	[]	市中区	内江市	B0FFHPO5ZV	[]	大千欢乐世界主题乐园	四川省	[]	体育休闲服务;体育休闲服务场所;体育休闲服务场所	080000	105.081851	29.538352	欢乐世界
283	120.550940,30.630920	时代广场14号	桐乡市	嘉兴市	B0FFG1PJE7	[]	酷尚欢乐世界(西南门)	浙江省	[]	通行设施;临街院门;临街院门	991400	120.550940	30.630920	欢乐世界
284	104.692437,31.578659	205省道	涪城区	绵阳市	B0FFGQVA0R	[]	中国·绵阳科技欢乐世界	四川省	0816-2755888	体育休闲服务;休闲场所;游乐场	080501	104.692437	31.578659	欢乐世界
285	112.006628,27.727335	长青街道万豪广场B2	娄星区	娄底市	B0FFH9FFS4	[]	万豪欢乐世界游乐场	湖南省	[]	体育休闲服务;休闲场所;游乐场	080501	112.006628	27.727335	欢乐世界
286	119.399455,26.245665	贵安欢乐世界	连江县	福州市	B0FFI7K79J	[]	贵安欢乐世界(出入口)	福建省	[]	通行设施;通行设施;通行设施	990000	119.399455	26.245665	欢乐世界
287	113.367771,40.061297	南环东路大同文化科技产业基地内方特欢乐世界	南郊区	大同市	B0FFGLZEFR	[]	方特欢乐世界寄存处	山西省	[]	生活服务;生活服务场所;生活服务场所	070000	113.367771	40.061297	欢乐世界
288	118.727715,32.139265	大桥北路62号附近	浦口区	南京市	B0FFI7AVFQ	[]	弘阳欢乐世界欢乐花园(西门)	江苏省	[]	通行设施;临街院门;临街院门	991400	118.727715	32.139265	欢乐世界
289	119.653040,30.676000	三官村中南百草原景区	安吉县	湖州市	B0FFGCZW4A	[]	中南欢乐世界	浙江省	[]	体育休闲服务;休闲场所;游乐场	080501	119.653040	30.676000	欢乐世界
290	119.245144,34.307955	陵园路北50米	灌云县	连云港市	B0FFGHU12A	[]	大伊山-欢乐世界	江苏省	[]	体育休闲服务;休闲场所;游乐场	080501	119.245144	34.307955	欢乐世界
291	101.722243,26.520435	五十一大河中路289号(鑫岛车站下即到)	仁和区	攀枝花市	B0FFH0JYHN	[]	鑫岛欢乐世界(东门)	四川省	[]	通行设施;临街院门;临街院正门	991401	101.722243	26.520435	欢乐世界
292	113.104012,36.189057	府西路36号	城区	长治市	B0FFGZE7SL	[]	哈啰儿童欢乐世界	山西省	0355-8888869;13008069890	科教文化服务;培训机构;培训机构	141400	113.104012	36.189057	欢乐世界
293	106.258409,38.462775	凤凰南街与康乐巷交叉口北150米	兴庆区	银川市	B0FFHMV1X7	[]	K-生活欢乐世界	宁夏回族自治区	[]	体育休闲服务;娱乐场所;KTV	080302	106.258409	38.462775	欢乐世界
294	117.737361,39.151492	528路	滨海新区	天津市	BV10606300	[]	天津方特欢乐世界(公交站)	天津市	[]	交通设施服务;公交车站;公交车站相关	150700	117.737361	39.151492	欢乐世界
295	113.954121,30.902242	星河天街游乐场	孝南区	孝感市	B0FFF61MJ5	[]	京彩欢乐世界	湖北省	18652587336	体育休闲服务;休闲场所;游乐场	080501	113.954121	30.902242	欢乐世界
296	118.727708,32.136100	大桥北路48号弘阳广场F3层3458、3467	浦口区	南京市	B0FFFZFED9	[]	弘阳·欢乐世界电玩中心	江苏省	025-85059688	体育休闲服务;娱乐场所;游戏厅|体育休闲服务;休闲场所;游乐场	080305|080501	118.727708	32.136100	欢乐世界
297	116.811152,36.543366	滨湖大道附近	长清区	济南市	B0FFI8QUT7	[]	园博园欢乐世界(东北门)	山东省	[]	通行设施;临街院门;临街院门	991400	116.811152	36.543366	欢乐世界
298	113.931924,34.769260	郑开大道与人文路交叉口向南2公里处	中牟县	郑州市	B0FFGMC9EE	[]	郑州方特欢乐世界购物商店	河南省	[]	购物服务;购物相关场所;购物相关场所	060000	113.931924	34.769260	欢乐世界
299	115.238145,37.949975	辛集国际皮革城东邻	辛集市	石家庄市	B0FFGEZZQV	[]	辛集冰雪欢乐世界	河北省	13031899393;13933013644	体育休闲服务;运动场馆;滑雪场	080106	115.238145	37.949975	欢乐世界
300	111.434059,27.684938	新百盛一楼	冷水江市	娄底市	B0FFIK4FCK	[]	欢乐世界游乐游	湖南省	[]	体育休闲服务;体育休闲服务场所;体育休闲服务场所	080000	111.434059	27.684938	欢乐世界
301	119.158490,36.713722	东风东街附近	奎文区	潍坊市	B0218181LO	[]	富华冰雪欢乐世界	山东省	0536-8788168;0536-8788159	体育休闲服务;运动场馆;滑雪场	080106	119.158490	36.713722	欢乐世界
302	114.126416,22.546405	湖贝路2012号	罗湖区	深圳市	B0FFF4B5VP	[]	罗湖文化公园-欢乐世界剧场	广东省	0755-82259802;0755-82207133	体育休闲服务;影剧院;剧场	080603	114.126416	22.546405	欢乐世界
303	117.963942,36.643457	般阳路8号淄博淄川SM城市广场F3层	淄川区	淄博市	B0FFH1W4U2	[]	小天才欢乐世界(淄博淄川SM城市广场)	山东省	13581116716	体育休闲服务;娱乐场所;娱乐场所	080300	117.963942	36.643457	欢乐世界
304	111.490733,36.062735	新百汇	尧都区	临汾市	B0FFIIH1U9	[]	金马驹欢乐世界	山西省	0357-6752666	体育休闲服务;休闲场所;游乐场	080501	111.490733	36.062735	欢乐世界
305	119.461152,32.389470	运河西路228号先锋广场	广陵区	扬州市	B0FFFQ7HSC	[]	先锋儿童欢乐世界	江苏省	[]	体育休闲服务;休闲场所;游乐场	080501	119.461152	32.389470	欢乐世界
306	118.725603,32.137962	大桥北路48号弘阳欢乐世界1楼	浦口区	南京市	B0FFHGVI5H	[]	弘阳.欢乐世界-游客接待中心	江苏省	[]	生活服务;生活服务场所;生活服务场所	070000	118.725603	32.137962	欢乐世界
307	113.543484,26.784344	公园路与紫微路交叉口北100米	茶陵县	株洲市	B0FFH61VCD	[]	欢乐世界网艺园	湖南省	[]	体育休闲服务;娱乐场所;网吧	080308	113.543484	26.784344	欢乐世界
308	121.444769,31.321695	共和新路5000弄绿地·新都会5号楼B1层	宝山区	上海市	B0FFG9SNSY	[]	冰乐欢乐世界	上海市	[]	体育休闲服务;体育休闲服务场所;体育休闲服务场所	080000	121.444769	31.321695	欢乐世界
309	103.961934,30.669808	光华北三路55号鹏瑞利青羊广场3F层L3-18/19/20/21/22/23/52a/53/54a	青羊区	成都市	B0FFGDZS8H	[]	汤姆熊欢乐世界(鹏瑞利青羊广场)	四川省	028-86255826	体育休闲服务;休闲场所;游乐场	080501	103.961934	30.669808	欢乐世界
310	121.725260,31.233744	庆利路与环庆中路交叉口东南50米	浦东新区	上海市	B0FFGDGL38	[]	欢乐世界主题网鱼网咖	上海市	[]	体育休闲服务;娱乐场所;网吧	080308	121.725260	31.233744	欢乐世界
311	117.036270,34.964241	西岗镇柴里购物中心二楼	滕州市	枣庄市	B0FFH904R7	[]	蓝海豚欢乐世界	山东省	[]	体育休闲服务;体育休闲服务场所;体育休闲服务场所	080000	117.036270	34.964241	欢乐世界
312	98.344983,39.752434	[]	嘉峪关市	嘉峪关市	B0FFGMBYKS	[]	嘉峪关方特欢乐世界邮箱	甘肃省	[]	生活服务;生活服务场所;生活服务场所	070000	98.344983	39.752434	欢乐世界
313	120.515397,31.277495	木渎镇金山南路288号影视城3号楼1F	吴中区	苏州市	B0FFGACY2R	[]	大河马欢乐世界	江苏省	[]	体育休闲服务;休闲场所;游乐场	080501	120.515397	31.277495	欢乐世界
314	98.345702,39.755331	方特大道4111号	嘉峪关市	嘉峪关市	B0FFFS3EB6	[]	嘉峪关方特欢乐世界	甘肃省	0937-5967690	体育休闲服务;休闲场所;游乐场	080501	98.345702	39.755331	欢乐世界
315	120.548851,31.290440	长江路397号	虎丘区	苏州市	B0FFH49K90	[]	欢乐世界南停车场	江苏省	[]	交通设施服务;停车场;公共停车场	150904	120.548851	31.290440	欢乐世界
316	100.428002,38.969428	玉水苑内	甘州区	张掖市	B0FFH8UPME	[]	美猴王欢乐世界	甘肃省	[]	体育休闲服务;休闲场所;游乐场	080501	100.428002	38.969428	欢乐世界
317	116.502427,31.753799	红街E区一楼	金安区	六安市	B0FFHF00BH	[]	七彩明珠欢乐世界(六安店)	安徽省	15375366665	体育休闲服务;休闲场所;游乐场	080501	116.502427	31.753799	欢乐世界
318	119.376405,32.386157	明月湖路南50米	邗江区	扬州市	B0FFH1DF5V	[]	京彩欢乐世界售票处	江苏省	[]	生活服务;售票处;售票处	070300	119.376405	32.386157	欢乐世界
319	117.567148,33.535222	莱迪购物街大润发玛特3层(日月星城小区)	灵璧县	宿州市	B0FFHG45W5	[]	酷尚欢乐世界动漫城	安徽省	15675570201	体育休闲服务;娱乐场所;游戏厅	080305	117.567148	33.535222	欢乐世界
320	110.883075,34.536468	城关镇嵩基鸿润城千禧百货二楼	灵宝市	三门峡市	B0FFHUINZO	[]	大堡礁欢乐世界	河南省	[]	体育休闲服务;体育休闲服务场所;体育休闲服务场所	080000	110.883075	34.536468	欢乐世界
321	119.377068,32.384284	京华城路168号	邗江区	扬州市	B0202151FC	[]	京彩欢乐世界(南门)	江苏省	[]	通行设施;临街院门;临街院门	991400	119.377068	32.384284	欢乐世界
322	120.547684,31.293445	金山路87号苏州乐园欢乐世界	虎丘区	苏州市	B0FFFSRQXN	[]	欢乐世界观光游览车站	江苏省	[]	风景名胜;风景名胜相关;旅游景点	110000	120.547684	31.293445	欢乐世界
323	115.976716,29.686096	长虹西大道101号九方购物中心二楼	浔阳区	九江市	B0FFI1LE8U	[]	游鱼益智欢乐世界	江西省	0792-8333771	体育休闲服务;休闲场所;游乐场	080501	115.976716	29.686096	欢乐世界
324	128.250793,43.372608	欧亚敦百购物中心3楼	敦化市	延边朝鲜族自治州	B0FFHTXGOT	[]	森林精灵欢乐世界(敦化店)	吉林省	13620706687	生活服务;生活服务场所;生活服务场所	070000	128.250793	43.372608	欢乐世界
325	114.035428,33.568399	人民路与文化路交叉口昌建广场三楼	源汇区	漯河市	B0FFHJOTM6	[]	大堡礁欢乐世界	河南省	13343956030	体育休闲服务;娱乐场所;娱乐场所	080300	114.035428	33.568399	欢乐世界
326	118.249763,25.484305	龙浔镇南环路嘉盛花苑二楼	德化县	泉州市	B0FFGXPR5D	[]	正方向欢乐世界	福建省	[]	体育休闲服务;体育休闲服务场所;体育休闲服务场所	080000	118.249763	25.484305	欢乐世界
327	108.976654,32.709152	高新区秦岭大道2号	汉滨区	安康市	B0FFH0K167	[]	欢乐世界停车场	陕西省	[]	交通设施服务;停车场;公共停车场	150904	108.976654	32.709152	欢乐世界
328	122.971012,39.661326	将军湖	庄河市	大连市	B0FFGQJN8R	[]	乡念欢乐世界	辽宁省	0411-89480777	体育休闲服务;休闲场所;游乐场	080501	122.971012	39.661326	欢乐世界
329	114.061663,22.968619	旧东深路与895乡道交叉口南200米	东莞市	东莞市	B0FFH70HZ1	[]	金竹湾水上欢乐世界(东北门)	广东省	[]	通行设施;临街院门;临街院门	991400	114.061663	22.968619	欢乐世界
330	115.658608,32.156161	蓼城办事处横店天街二楼	固始县	信阳市	B0FFHLT6SP	[]	大堡礁欢乐世界	河南省	[]	体育休闲服务;体育休闲服务场所;体育休闲服务场所	080000	115.658608	32.156161	欢乐世界
331	118.485295,36.544091	233省道九龙峪水上乐园旁	青州市	潍坊市	B0FFHBSHRH	[]	九龙峪欢乐世界	山东省	15064662909	体育休闲服务;休闲场所;水上活动中心	080505	118.485295	36.544091	欢乐世界
332	109.527445,36.618639	米兰城二楼(区检察院西)	宝塔区	延安市	B0FFGEGRA8	[]	小海象欢乐世界	陕西省	0911-8805128	体育休闲服务;娱乐场所;娱乐场所	080300	109.527445	36.618639	欢乐世界
333	116.810760,36.543325	大学科技园核心区域济南国际园博园内	长清区	济南市	B0FFIAU9TL	[]	园博园欢乐世界售票处	山东省	[]	生活服务;售票处;售票处	070300	116.810760	36.543325	欢乐世界
334	106.636700,26.671640	金园路东50米	白云区	贵阳市	B03530RDT9	[]	欢乐世界第2停车场	贵州省	[]	交通设施服务;停车场;公共停车场	150904	106.636700	26.671640	欢乐世界
335	117.192522,36.237063	碧霞大街与明堂路交汇东北角泰山方特欢乐世界	泰山区	泰安市	B0FFGMC6XC	[]	泰山方特欢乐世界检票口	山东省	[]	生活服务;生活服务场所;生活服务场所	070000	117.192522	36.237063	欢乐世界
336	114.534423,35.674613	卫河路宏基商城	浚县	鹤壁市	B0FFIAT6ER	[]	大堡礁欢乐世界	河南省	[]	体育休闲服务;体育休闲服务场所;体育休闲服务场所	080000	114.534423	35.674613	欢乐世界
337	102.795159,25.049299	青龙村照青路	盘龙区	昆明市	B03670ZKHG	[]	欢乐园(照青路)	云南省	13064266795	餐饮服务;中餐厅;中餐厅	050100	102.795159	25.049299	欢乐世界
338	117.643276,35.470743	240省道与蒙阳路交汇处西侧	平邑县	临沂市	B0FFG4JKN8	[]	汇源城欢乐世界	山东省	18638827878	体育休闲服务;休闲场所;游乐场	080501	117.643276	35.470743	欢乐世界
339	119.398985,26.246057	商业路东200米	连江县	福州市	B0FFFGMA1Q	[]	贵安欢乐世界售票处(公园路)	福建省	[]	生活服务;售票处;公园景点售票处	070306	119.398985	26.246057	欢乐世界
340	113.150248,30.648273	西湖路146号附近	天门市	天门市	B0FFHJTFMV	[]	洛克公园儿童欢乐世界	湖北省	[]	体育休闲服务;娱乐场所;娱乐场所	080300	113.150248	30.648273	欢乐世界
341	111.593305,25.438515	207国道东50米	道县	永州市	B0FFI9NQCI	[]	道州欢乐世界水上乐园(西南门)	湖南省	[]	通行设施;临街院门;临街院正门	991401	111.593305	25.438515	欢乐世界
342	121.600179,38.995598	泉水月牙泉路润泽园(骏腾名苑西50米)	甘井子区	大连市	B0FFHHY4D6	[]	七彩乐园儿童欢乐世界	辽宁省	[]	体育休闲服务;休闲场所;游乐场	080501	121.600179	38.995598	欢乐世界
343	125.146740,42.905711	育宁路2号(原人民影院)	龙山区	辽源市	B0FFF2ST9B	[]	博纳广场-儿童欢乐世界	吉林省	[]	体育休闲服务;休闲场所;游乐场	080501	125.146740	42.905711	欢乐世界
344	117.193595,36.236154	碧霞大街北100米	泰山区	泰安市	B021A02EDZ	[]	泰山方特欢乐世界停车场	山东省	[]	交通设施服务;停车场;公共停车场	150904	117.193595	36.236154	欢乐世界
345	123.418100,41.965600	盛京大街55号	沈北新区	沈阳市	B0FFH0Q4SE	[]	沈阳方特欢乐世界行政楼	辽宁省	[]	科教文化服务;科教文化场所;科教文化场所	140000	123.418100	41.965600	欢乐世界
346	118.376445,31.378579	银湖北路80号方特欢乐世界	镜湖区	芜湖市	B022914LOJ	[]	方特欢乐世界售票处	安徽省	[]	生活服务;售票处;公园景点售票处	070306	118.376445	31.378579	欢乐世界
347	117.192280,36.236814	碧霞大街与明堂路交汇东北角泰山方特欢乐世界	泰山区	泰安市	B0FFGMC6YK	[]	泰山方特欢乐世界入口广场	山东省	[]	风景名胜;公园广场;公园广场	110100	117.192280	36.236814	欢乐世界
348	113.366722,40.061162	南环东路大同文化科技产业基地内方特欢乐世界	南郊区	大同市	B0FFGLZFIK	[]	方特欢乐世界游客服务中心	山西省	[]	生活服务;生活服务场所;生活服务场所	070000	113.366722	40.061162	欢乐世界
349	120.353170,31.580140	华夏南路11号丰汇欢乐广场B1层	锡山区	无锡市	B01FE0KBCT	[]	好迪狮欢乐世界	江苏省	0510-88709932;15951515051	体育休闲服务;休闲场所;游乐场	080501	120.353170	31.580140	欢乐世界
350	120.859260,31.112346	周庄镇富贵园周庄欢乐世界	昆山市	苏州市	B0FFG1PUAB	[]	周庄欢乐世界生态区	江苏省	[]	风景名胜;风景名胜;风景名胜	110200	120.859260	31.112346	欢乐世界
351	114.607256,38.038229	天山大街116号天山海世界负一层	裕华区	石家庄市	B0FFIAS2Q5	[]	新乐天欢乐世界(天山店)	河北省	0311-80767169	体育休闲服务;体育休闲服务场所;体育休闲服务场所	080000	114.607256	38.038229	欢乐世界
352	123.413717,41.964243	道义开发区盛京大街50号	沈北新区	沈阳市	B001817EOH	[]	方特欢乐世界停车场	辽宁省	[]	交通设施服务;停车场;公共停车场	150904	123.413717	41.964243	欢乐世界
353	117.191953,36.240014	碧霞大街与明堂路交汇东北角泰山方特欢乐世界	泰山区	泰安市	B0FFGMC4ZI	[]	泰山方特欢乐世界餐厅	山东省	[]	餐饮服务;中餐厅;中餐厅	050100	117.191953	36.240014	欢乐世界
354	122.263987,43.594640	欧亚购物中心三楼	科尔沁区	通辽市	B0FFHP220I	[]	威鲸欢乐世界电玩城	内蒙古自治区	[]	体育休闲服务;娱乐场所;游戏厅	080305	122.263987	43.594640	欢乐世界
355	117.953005,36.618147	佛光路	淄川区	淄博市	B0FFGIVUCT	[]	淄博齐鲁欢乐世界主题游乐园	山东省	0533-5755799	体育休闲服务;休闲场所;游乐场	080501	117.953005	36.618147	欢乐世界
356	121.481281,31.337321	长江南路593号F1层	宝山区	上海市	B0FFF6XHES	[]	欢乐园(大昌商业广场)	上海市	[]	体育休闲服务;休闲场所;游乐场	080501	121.481281	31.337321	欢乐世界
357	108.267549,22.837069	大学西路3号动物园	西乡塘区	南宁市	B0FFGK9SNC	[]	南宁动物园欢乐世界	广西壮族自治区	[]	风景名胜;风景名胜相关;旅游景点	110000	108.267549	22.837069	欢乐世界
358	113.195718,27.988049	华强北路88号株洲方特欢乐世界	石峰区	株洲市	B0FFGMCZUI	[]	株洲方特欢乐世界检票口	湖南省	[]	生活服务;售票处;公园景点售票处	070306	113.195718	27.988049	欢乐世界
359	119.608707,31.996555	金陵西路88号3-013(金陵西路凤凰南路)	丹阳市	镇江市	B0FFI60ACR	[]	波卡猫欢乐世界	江苏省	0511-86887716;13248008357	体育休闲服务;体育休闲服务场所;体育休闲服务场所	080000	119.608707	31.996555	欢乐世界
360	120.629066,28.025284	瓯江三桥	鹿城区	温州市	B0FFFGTLNN	[]	乐翻天欢乐世界	浙江省	0577-55597081	体育休闲服务;休闲场所;游乐场	080501	120.629066	28.025284	欢乐世界
361	113.367693,40.061606	南环东路大同文化科技产业基地内方特欢乐世界	南郊区	大同市	B0FFGLZEFP	[]	方特欢乐世界导游接待中心	山西省	[]	生活服务;生活服务场所;生活服务场所	070000	113.367693	40.061606	欢乐世界
362	113.196460,27.989850	示范区云龙大道华强路1号	石峰区	株洲市	B0FFGELR6O	[]	株洲方特欢乐世界主题摄影	湖南省	18973352452	生活服务;摄影冲印店;摄影冲印	071300	113.196460	27.989850	欢乐世界
363	120.858687,31.111410	全福路138号周庄古镇	昆山市	苏州市	B0FFFFK898	[]	周庄欢乐世界游客中心	江苏省	[]	生活服务;生活服务场所;生活服务场所	070000	120.858687	31.111410	欢乐世界
364	114.061718,22.968523	旧东深路与895乡道交叉口南200米	东莞市	东莞市	B0FFHGY87M	[]	金竹湾欢乐世界售票处	广东省	[]	生活服务;售票处;公园景点售票处	070306	114.061718	22.968523	欢乐世界
365	121.167321,32.333448	黄山路与长江路交叉口	如东县	南通市	B0FFIECPDW	[]	如东抹香鲸欢乐世界	江苏省	[]	体育休闲服务;体育休闲服务场所;体育休闲服务场所	080000	121.167321	32.333448	欢乐世界
366	111.601382,26.461322	凤凰园凤凰路天福巷49号	冷水滩区	永州市	B0FFH1RGZS	[]	悦儿湾欢乐世界	湖南省	[]	餐饮服务;中餐厅;中餐厅	050100	111.601382	26.461322	欢乐世界
367	118.380687,31.378918	天门山公共服务中心银湖北路80号华强城市广场a座芜湖方特欢乐世界	镜湖区	芜湖市	B0FFGLZUVL	[]	芜湖方特欢乐世界邮箱	安徽省	[]	生活服务;生活服务场所;生活服务场所	070000	118.380687	31.378918	欢乐世界
368	119.031740,33.599217	清江浦区清江浦区开元路淮海第1城新天地2楼	清江浦区	淮安市	B0FFFFRD3Y	[]	乐嗨嗨欢乐世界	江苏省	0517-83916099	体育休闲服务;娱乐场所;娱乐场所	080300	119.031740	33.599217	欢乐世界
369	113.190509,27.988580	华强北路88号株洲方特欢乐世界	石峰区	株洲市	B0FFGMD0IE	[]	株洲方特欢乐世界餐厅	湖南省	[]	餐饮服务;中餐厅;中餐厅	050100	113.190509	27.988580	欢乐世界
370	112.576451,32.994685	建业凯旋广场	宛城区	南阳市	B0FFIB86G4	[]	大堡礁欢乐世界(建业凯旋广场)	河南省	0377-66011919	体育休闲服务;休闲场所;游乐场	080501	112.576451	32.994685	欢乐世界
371	123.742332,41.884319	经济开发区高湾经济区高望路67号丛林欢乐世界-停车场内	望花区	抚顺市	B0FFICBZS0	[]	丛林欢乐世界停车场(出入口)	辽宁省	[]	交通设施服务;停车场;停车场出入口	150909	123.742332	41.884319	欢乐世界
372	120.857813,31.114505	周庄镇富贵园东庄停车场东边50米左右	昆山市	苏州市	B020016FYU	[]	周庄欢乐世界售票处	江苏省	[]	生活服务;售票处;售票处	070300	120.857813	31.114505	欢乐世界
373	112.745515,37.680488	小井巷与花园路交叉口西100米	榆次区	晋中市	B0FFIDDJ01	[]	宝贝传奇儿童欢乐世界	山西省	[]	体育休闲服务;休闲场所;游乐场	080501	112.745515	37.680488	欢乐世界
374	110.934253,22.359239	玉都公园	信宜市	茂名市	B029C0P78L	[]	玉都公园欢乐世界游乐场	广东省	[]	体育休闲服务;休闲场所;游乐场	080501	110.934253	22.359239	欢乐世界
375	115.658616,32.156168	蓼城办事处蓼城大道与碧云路交叉路口横店天街二楼	固始县	信阳市	B0FFHS6UIE	[]	大堡礁欢乐世界玩具城	河南省	[]	购物服务;购物相关场所;购物相关场所	060000	115.658616	32.156168	欢乐世界
376	118.892491,42.266738	王府大街8号附近	松山区	赤峰市	B0FFI7JSLN	[]	梦幻海欢乐世界售票处	内蒙古自治区	[]	生活服务;售票处;售票处	070300	118.892491	42.266738	欢乐世界
377	113.604093,34.791879	电厂路与五龙口南路交叉口华强城市广场3层	中原区	郑州市	B0FFIDGMEC	[]	大堡礁欢乐世界(华强店)	河南省	0371-55192180;18530987776	体育休闲服务;休闲场所;游乐场	080501	113.604093	34.791879	欢乐世界
378	109.943142,39.843543	永昌路47号	东胜区	鄂尔多斯市	B0FFGKBQ2S	[]	万家惠欢乐世界	内蒙古自治区	0477-8127321;4001390477;15849769663	体育休闲服务;休闲场所;游乐场	080501	109.943142	39.843543	欢乐世界
379	119.026827,33.597375	淮海东路144号附近	清江浦区	淮安市	B0FFHSNT2W	[]	硕宝欢乐世界	江苏省	[]	体育休闲服务;休闲场所;游乐场	080501	119.026827	33.597375	欢乐世界
380	102.713780,25.035791	宝善街57号1楼(祥云美食城旁边)	五华区	昆明市	B0FFI56RSF	[]	乐吉狮欢乐世界	云南省	0871-63190900	餐饮服务;中餐厅;中餐厅	050100	102.713780	25.035791	欢乐世界
381	98.345771,39.752673	方特大道4111号嘉峪关方特欢乐世界	嘉峪关市	嘉峪关市	B0FFGMBYJG	[]	嘉峪关方特欢乐世界(入口)	甘肃省	[]	通行设施;临街院门;临街院正门	991401	98.345771	39.752673	欢乐世界
